finestep,time,c_0,c_1,c_2,c_3,c_4,temp,c_mean
11469,35.32673144340515,-34,-37,-34,-33,-33,21.3,-34.2
11468,35.422831773757935,-33,-35,-32,-32,-34,21.3,-33.2
11465,35.51941156387329,-36,-34,-33,-33,-36,21.3,-34.4
11463,35.61520719528198,-35,-36,-35,-33,-35,21.3,-34.8
11461,35.7267370223999,-33,-36,-33,-35,-33,21.3,-34.0
11460,35.82254600524902,-33,-34,-34,-34,-37,21.3,-34.4
11460,35.91780948638916,-34,-32,-35,-33,-36,21.3,-34.0
11462,36.01383829116821,-36,-34,-34,-35,-34,21.3,-34.6
11466,36.126157999038696,-35,-32,-34,-34,-34,21.3,-33.8
11468,36.222203493118286,-34,-31,-33,-34,-34,21.3,-33.2
11465,36.31785464286804,-34,-34,-34,-34,-34,21.3,-34.0
11461,36.41384434700012,-33,-34,-34,-34,-33,21.3,-33.6
11456,36.50963997840881,-34,-35,-35,-35,-35,21.3,-34.8
11454,36.60518002510071,-36,-34,-35,-32,-35,21.3,-34.4
11451,36.71649789810181,-35,-34,-33,-35,-35,21.3,-34.4
11447,36.812374114990234,-34,-32,-34,-35,-34,21.3,-33.8
11444,36.908823013305664,-33,-33,-34,-33,-34,21.3,-33.4
11441,37.004130840301514,-32,-35,-34,-34,-36,21.3,-34.2
11435,37.100598096847534,-35,-33,-33,-36,-33,21.3,-34.0
11430,37.19595122337341,-35,-35,-33,-35,-35,21.3,-34.6
11422,37.30721044540405,-32,-35,-32,-33,-35,21.3,-33.4
11414,37.403177976608276,-35,-34,-34,-34,-34,21.3,-34.2
11405,37.49895715713501,-35,-35,-35,-33,-33,21.3,-34.2
11396,37.594874143600464,-34,-34,-34,-35,-33,21.3,-34.0
11384,37.70740365982056,-34,-33,-35,-36,-34,21.3,-34.4
11370,37.80281329154968,-33,-35,-32,-32,-34,21.3,-33.2
11357,37.89900207519531,-34,-34,-35,-35,-33,21.3,-34.2
11342,37.99389958381653,-35,-35,-35,-34,-34,21.3,-34.6
11326,38.09065866470337,-34,-33,-35,-33,-33,21.3,-33.6
11308,38.18605041503906,-34,-34,-35,-36,-33,21.3,-34.4
11286,38.28192162513733,-36,-35,-32,-32,-33,21.3,-33.6
11261,38.37791299819946,-32,-33,-35,-34,-34,21.3,-33.6
